Gid	Name	CPM-nCoV1	CPM-nCoV2	CPM-Ctrl1	CPM-Ctrl2	CPM-Ctrl3	baseMean(Counts)	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000169398.19	PTK2	57.12	14.09	28.13	19.6	19.73	205.05	1.86	0.62	3.03	2.50E-03	7.70E-03	NC
ENSG00000105339.10	DENND3	17.95	11.28	63.26	51.13	59.05	173.32	-0.57	0.47	-1.22	2.21E-01	3.44E-01	NC
ENSG00000022567.9	SLC45A4	13.06	13.74	76.57	70.45	75.4	184.76	-1.16	0.2	-5.77	0.00E+00	0.00E+00	NC
ENSG00000167653.5	PSCA	9.38	4.23	0.76	0.69	0.86	37.5	4.44	0.37	12.12	0.00E+00	0.00E+00	Up
ENSG00000253716.6	MINCR	7.34	4.93	2	2.3	2.96	39.32	2.71	0.43	6.34	0.00E+00	0.00E+00	NC
ENSG00000147813.16	NAPRT	10.61	7.4	19.74	18.49	19.54	74.02	0.19	0.24	0.77	4.39E-01	5.99E-01	NC
ENSG00000178209.15	PLEC	52.63	23.96	656.41	656.81	557.31	1164.6	-2.76	0.24	-11.47	0.00E+00	0.00E+00	Down
ENSG00000178685.14	PARP10	4.9	3.88	197.87	151.98	174.07	299.4	-3.98	0.36	-11	0.00E+00	0.00E+00	Down
ENSG00000178719.17	GRINA	33.86	54.97	706.19	590.43	692.79	1265.44	-2.58	0.37	-7.04	0.00E+00	0.00E+00	Down
ENSG00000178896.9	EXOSC4	7.34	4.93	10.02	7.52	9.58	49.74	0.78	0.38	2.08	3.73E-02	7.82E-02	NC
ENSG00000179091.5	CYC1	14.28	8.46	66.21	64.49	71.51	170.87	-1.23	0.27	-4.52	0.00E+00	0.00E+00	NC
ENSG00000179526.17	SHARPIN	8.98	2.82	51.09	40.81	50.98	96.4	-1.99	0.63	-3.17	1.50E-03	5.00E-03	NC
ENSG00000179632.10	MAF1	8.98	15.86	95.89	86.99	109.78	214.56	-1.67	0.37	-4.52	0.00E+00	0.00E+00	NC
ENSG00000179832.17	MROH1	13.87	5.64	87.95	88.05	66.44	159.73	-2.26	1.19	-1.89	5.89E-02	1.14E-01	NC
ENSG00000261236.8	BOP1	4.9	3.88	27.96	24.07	21.28	63.74	-1.15	0.37	-3.1	1.90E-03	6.10E-03	NC
ENSG00000185122.11	HSF1	12.24	8.46	39.42	36.05	39.71	118.56	-0.52	0.44	-1.16	2.46E-01	3.76E-01	NC
ENSG00000160948.14	VPS28	23.66	9.16	58.15	50.61	60.94	172.23	-0.51	0.44	-1.15	2.50E-01	3.81E-01	NC
ENSG00000187954.12	CYHR1	7.75	1.41	48.95	47.36	50.19	101.13	-2.14	0.45	-4.8	0.00E+00	0.00E+00	NC
ENSG00000213563.7	C8orf82	1.63	6.34	13.7	10.66	12	44.6	-0.03	0.86	-0.04	9.68E-01	9.83E-01	NC
ENSG00000161016.17	RPL8	334.57	439.37	417.37	398.59	429.94	2684.13	1.23	0.27	4.62	0.00E+00	0.00E+00	NC
ENSG00000170619.10	COMMD5	10.61	8.46	44.7	38.28	39.64	109.96	-0.82	0.25	-3.24	1.20E-03	4.10E-03	NC
ENSG00000170631.15	ZNF16	8.98	2.82	12.41	11.22	13.7	45.36	0.08	0.52	0.16	8.73E-01	9.29E-01	NC
ENSG00000196922.10	ZNF252P	23.66	24.66	27.06	24.81	26.11	168.8	1.21	0.18	6.93	0.00E+00	0.00E+00	NC
ENSG00000182307.14	C8orf33	1.63	7.05	37.03	32.5	34.12	79.17	-1.56	0.59	-2.63	8.60E-03	2.31E-02	NC
ENSG00000181404.17	WASHC1	6.53	1.76	2.29	9.77	15.5	37.09	0.2	0.86	0.24	8.13E-01	8.93E-01	NC
ENSG00000172785.18	CBWD1	32.64	7.75	25.09	27.11	22.94	131.03	0.84	0.49	1.73	8.44E-02	1.54E-01	NC
ENSG00000183784.7	DOCK8-AS1	6.94	2.11	1.22	0.84	1.55	23.08	3.12	0.53	5.91	0.00E+00	0.00E+00	NC
ENSG00000107099.15	DOCK8	254.6	173.71	957.39	792.7	862.94	2452.87	-0.73	0.12	-6.33	0.00E+00	0.00E+00	NC
ENSG00000227155.7	AL161725.1	4.9	3.52	4.11	3.75	4.02	28.11	1.38	0.36	3.89	1.00E-04	4.00E-04	NC
ENSG00000107104.18	KANK1	14.69	0	0.59	0.77	0.99	37.89	4.48	1.47	3.05	2.30E-03	7.30E-03	NC
ENSG00000080503.24	SMARCA2	84.87	69.06	205.87	222.38	218.76	726.54	-0.19	0.1	-1.98	4.80E-02	9.61E-02	NC
ENSG00000080608.10	PUM3	16.32	7.75	37.32	37.35	34.77	108.58	-0.49	0.58	-0.85	3.96E-01	5.51E-01	NC
ENSG00000080298.15	RFX3	19.58	11.28	11.48	12.15	9.17	85.21	1.69	0.32	5.34	0.00E+00	0.00E+00	NC
ENSG00000107249.23	GLIS3	10.2	21.85	14.51	5.14	15.63	100.06	1.74	0.98	1.76	7.78E-02	1.44E-01	NC
ENSG00000205808.6	PLPP6	12.24	2.82	11.11	8.45	11.77	47.31	0.6	0.64	0.93	3.54E-01	5.04E-01	NC
ENSG00000106993.12	CDC37L1	17.95	16.91	18.47	18.95	16.56	113.39	1.24	0.2	6.31	0.00E+00	0.00E+00	NC
ENSG00000147853.17	AK3	11.42	27.48	53.13	72.27	66.85	199.31	-0.42	0.66	-0.63	5.30E-01	6.94E-01	NC
ENSG00000120158.12	RCL1	14.69	5.64	34.29	27.95	28.33	97.62	-0.31	0.34	-0.92	3.59E-01	5.09E-01	NC
ENSG00000096968.13	JAK2	78.75	45.45	120.26	132.55	145.47	510.66	0.15	0.18	0.83	4.05E-01	5.62E-01	NC
ENSG00000235917.1	MTCO2P11	21.22	1.41	0	0.03	0	55.76	11.18	1.59	7.04	0.00E+00	0.00E+00	Up
ENSG00000237711.1	MTCO3P11	15.5	0	0	0.09	0.04	36.08	8.73	2.02	4.32	0.00E+00	1.00E-04	NC
ENSG00000107020.10	PLGRKT	7.34	14.8	24.06	28.34	30.64	101.52	0.02	0.4	0.06	9.53E-01	9.75E-01	NC
ENSG00000120217.14	CD274	41.21	38.05	183.57	147.92	124.87	440.76	-0.64	0.22	-2.92	3.50E-03	1.04E-02	NC
ENSG00000197646.8	PDCD1LG2	17.95	31.71	118.99	59.78	101.28	278.14	-0.56	0.47	-1.2	2.29E-01	3.55E-01	NC
ENSG00000107036.12	RIC1	46.51	8.46	58.99	77.91	71.28	220.6	-0.34	0.66	-0.51	6.13E-01	7.61E-01	NC
ENSG00000099219.14	ERMP1	17.54	23.96	116.51	80.44	106	257.3	-1.04	0.36	-2.87	4.20E-03	1.22E-02	NC
ENSG00000183354.12	KIAA2026	106.08	43.34	65.72	70.47	68.18	469.43	1.36	0.29	4.62	0.00E+00	0.00E+00	NC
ENSG00000137040.10	RANBP6	11.42	11.28	51.56	59.75	55.68	151.89	-0.91	0.35	-2.62	8.70E-03	2.34E-02	NC
ENSG00000137033.11	IL33	12.24	5.64	0.58	0.14	0.07	45.13	6.35	0.78	8.19	0.00E+00	0.00E+00	Up
ENSG00000147854.17	UHRF2	15.5	7.05	55.62	62.44	59.83	149.35	-1.13	0.28	-4.06	1.00E-04	2.00E-04	NC
ENSG00000178445.9	GLDC	17.14	0	0.05	0	0	36.67	10.01	2.5	4	1.00E-04	3.00E-04	NC
ENSG00000107077.18	KDM4C	18.77	15.5	73.86	65.93	72.01	202.64	-0.73	0.19	-3.86	1.00E-04	5.00E-04	NC
ENSG00000137038.8	DMAC1	34.27	16.91	51.36	38.05	49.13	194.67	0.37	0.31	1.21	2.28E-01	3.53E-01	NC
ENSG00000265735.2	RN7SL5P	238.28	300.9	0	0	0	1445.26	17.71	1.22	14.53	0.00E+00	0.00E+00	Up
ENSG00000153714.6	LURAP1L	16.73	3.52	0.03	0.03	0.07	52.3	9.03	0.86	10.54	0.00E+00	0.00E+00	Up
ENSG00000147862.17	NFIB	35.9	35.94	0.37	0.51	0.11	193.04	8.11	0.45	17.82	0.00E+00	0.00E+00	Up
ENSG00000175893.11	ZDHHC21	34.27	23.25	42.87	55.77	53.39	215.09	0.42	0.22	1.89	5.82E-02	1.13E-01	NC
ENSG00000155158.20	TTC39B	11.42	27.48	131.82	128.21	178.52	339.5	-1.47	0.51	-2.87	4.10E-03	1.21E-02	NC
ENSG00000164975.15	SNAPC3	55.08	35.23	40.4	43.38	43.79	312.81	1.44	0.22	6.62	0.00E+00	0.00E+00	NC
ENSG00000164985.15	PSIP1	35.09	11.98	43.18	46.07	45.4	176.65	0.22	0.46	0.47	6.37E-01	7.78E-01	NC
ENSG00000164989.17	CCDC171	14.69	9.16	6.96	5.59	5.46	61.41	2.11	0.64	3.28	1.10E-03	3.60E-03	NC
ENSG00000044459.15	CNTLN	45.7	27.13	23.54	28.15	29.21	219.63	1.68	0.24	7.14	0.00E+00	0.00E+00	NC
ENSG00000155876.6	RRAGA	26.11	30.3	88.19	80.29	90.24	276.63	-0.31	0.2	-1.54	1.24E-01	2.12E-01	NC
ENSG00000147874.11	HAUS6	21.62	8.46	30.8	39.8	30.34	123.83	0.05	0.42	0.11	9.10E-01	9.50E-01	NC
ENSG00000147872.10	PLIN2	187.28	607.44	649.86	747.65	668.91	3287.59	0.63	0.62	1	3.16E-01	4.60E-01	NC
ENSG00000137145.20	DENND4C	69.77	153.27	389.25	516.6	315.57	1208.39	-0.56	0.52	-1.08	2.81E-01	4.18E-01	NC
ENSG00000137154.13	RPS6	691.58	793.48	424.37	445.1	572.73	4674.29	1.97	0.23	8.66	0.00E+00	0.00E+00	NC
ENSG00000171843.16	MLLT3	9.79	22.9	6.23	6.32	6.68	101.04	2.76	0.56	4.96	0.00E+00	0.00E+00	NC
ENSG00000188352.12	FOCAD	20.4	15.5	47.46	39.8	40.05	157.2	0.05	0.23	0.22	8.22E-01	8.99E-01	NC
ENSG00000188921.14	HACD4	33.46	60.96	137.98	127.56	158.33	466	-0.26	0.38	-0.67	5.01E-01	6.64E-01	NC
ENSG00000198642.7	KLHL9	19.58	21.85	110.25	117.09	104.8	282.73	-1.1	0.17	-6.41	0.00E+00	0.00E+00	NC
ENSG00000099810.21	MTAP	14.28	22.55	48.85	50.96	42.37	180.01	0.06	0.34	0.17	8.67E-01	9.26E-01	NC
ENSG00000240498.9	CDKN2B-AS1	4.9	6.69	3.45	1.7	2.45	29.67	2.38	0.64	3.71	2.00E-04	8.00E-04	NC
ENSG00000147883.12	CDKN2B	30.19	2.82	5.01	4.4	3.29	75.53	2.98	1.02	2.92	3.50E-03	1.04E-02	NC
ENSG00000137055.15	PLAA	42.43	9.16	80.53	78.52	69.99	240.12	-0.39	0.55	-0.7	4.84E-01	6.47E-01	NC
ENSG00000096872.16	IFT74	5.71	19.73	18.25	16.43	17.8	97.35	0.94	0.6	1.57	1.16E-01	2.01E-01	NC
ENSG00000283945.1	LINC00032	9.38	0	2.54	0.75	1.33	22.99	2.69	1.37	1.96	5.01E-02	9.96E-02	NC
ENSG00000120162.10	MOB3B	27.34	7.75	261.15	228.72	228.84	450.85	-2.65	0.44	-6.02	0.00E+00	0.00E+00	NC
ENSG00000147894.16	C9orf72	115.47	53.56	110.93	85.46	116.05	589.45	0.97	0.27	3.55	4.00E-04	1.50E-03	NC
ENSG00000122729.19	ACO1	30.6	106.06	398.2	280.19	457.09	988.43	-1	0.64	-1.55	1.20E-01	2.06E-01	NC
ENSG00000107201.10	DDX58	73.03	113.45	119	133.73	132.58	677.23	0.84	0.38	2.2	2.78E-02	6.21E-02	NC
ENSG00000197579.8	TOPORS	42.43	11.28	31.8	37.92	33.52	188.75	0.91	0.63	1.44	1.49E-01	2.46E-01	NC
ENSG00000235453.10	SMIM27	3.67	4.93	2.98	3.77	3.14	30.12	1.74	0.39	4.44	0.00E+00	0.00E+00	NC
ENSG00000165264.11	NDUFB6	20.4	19.73	42.23	42.73	42.31	174.87	0.25	0.21	1.21	2.25E-01	3.49E-01	NC
ENSG00000137074.19	APTX	14.69	25.37	41.03	37.2	38.91	164.82	0.36	0.36	1.01	3.11E-01	4.54E-01	NC
ENSG00000086061.16	DNAJA1	130.56	318.52	544.21	477.71	537.41	2031.74	0.17	0.53	0.32	7.45E-01	8.50E-01	NC
ENSG00000122692.9	SMU1	21.22	28.19	93.93	98.52	99.28	271.78	-0.71	0.29	-2.48	1.31E-02	3.33E-02	NC
ENSG00000086062.12	B4GALT1	112.61	50.03	211.66	211.28	217	697.2	-0.26	0.32	-0.83	4.07E-01	5.63E-01	NC
ENSG00000107262.23	BAG1	65.28	22.55	73.71	71.6	71.81	333.16	0.54	0.35	1.53	1.25E-01	2.14E-01	NC
ENSG00000086065.14	CHMP5	53.86	58.14	142.01	152.89	145.15	533.75	-0.02	0.23	-0.11	9.16E-01	9.54E-01	NC
ENSG00000086102.19	NFX1	68.55	37.35	71.68	76.95	72.73	385.38	0.8	0.16	4.95	0.00E+00	0.00E+00	NC
ENSG00000165272.16	AQP3	8.57	13.39	453.61	327.45	236.41	594.33	-3.5	0.43	-8.07	0.00E+00	0.00E+00	Down
ENSG00000165271.17	NOL6	3.67	6.34	76.81	70.2	91.14	145.11	-2.79	0.54	-5.14	0.00E+00	0.00E+00	NC
ENSG00000231991.4	ANXA2P2	7.34	8.46	15.15	16.28	13.08	60.31	0.38	0.3	1.26	2.08E-01	3.26E-01	NC
ENSG00000107341.5	UBE2R2	66.51	53.2	136.46	125.64	153.87	512.09	0.06	0.16	0.38	7.01E-01	8.22E-01	NC
ENSG00000137073.21	UBAP2	66.51	34.53	50.59	49.48	42.05	336.05	1.39	0.24	5.84	0.00E+00	0.00E+00	NC
ENSG00000198876.13	DCAF12	50.59	50.74	111.84	96.82	112.42	437.59	0.26	0.21	1.21	2.26E-01	3.50E-01	NC
ENSG00000165006.14	UBAP1	32.64	34.53	95.7	85.64	88.52	306.28	-0.14	0.23	-0.62	5.36E-01	7.00E-01	NC
ENSG00000186638.16	KIF24	28.56	6.34	6.37	4.01	4.08	89.13	3.04	0.55	5.55	0.00E+00	0.00E+00	NC
ENSG00000164978.18	NUDT2	8.16	14.09	18.44	15.88	16.11	84.39	0.74	0.33	2.21	2.70E-02	6.05E-02	NC
ENSG00000164972.13	C9orf24	11.02	12.68	1.68	1.34	0.67	61.55	4.56	0.44	10.27	0.00E+00	0.00E+00	Up
ENSG00000137100.16	DCTN3	15.1	7.05	41.79	40.78	46.66	119.52	-0.72	0.29	-2.48	1.33E-02	3.37E-02	NC
ENSG00000147955.17	SIGMAR1	13.06	22.9	31.68	34.49	36.94	141.92	0.34	0.4	0.84	4.03E-01	5.59E-01	NC
ENSG00000213930.11	GALT	5.71	7.05	36.35	34.1	37.49	89.8	-1.18	0.28	-4.21	0.00E+00	1.00E-04	NC
ENSG00000165280.16	VCP	43.25	41.22	397.82	397.28	393.97	843.79	-1.92	0.11	-17.11	0.00E+00	0.00E+00	NC
ENSG00000165282.14	PIGO	9.79	0.7	65.87	53.35	56.91	110.52	-2.58	0.9	-2.86	4.30E-03	1.25E-02	NC
ENSG00000165283.16	STOML2	22.03	19.03	52.47	46.74	49.86	179.58	0.02	0.18	0.09	9.27E-01	9.60E-01	NC
ENSG00000005238.19	FAM214B	19.58	7.05	135.17	116.68	117.34	259.18	-1.95	0.28	-6.94	0.00E+00	0.00E+00	NC
ENSG00000198722.14	UNC13B	19.58	41.58	70.58	82.35	61.78	280.71	0.18	0.44	0.4	6.91E-01	8.16E-01	NC
ENSG00000198853.12	RUSC2	8.16	7.75	52.15	44.96	42.24	111.35	-1.25	0.31	-3.98	1.00E-04	3.00E-04	NC
ENSG00000137101.12	CD72	9.38	15.86	12.16	7.01	19.01	84.65	1.3	0.53	2.46	1.38E-02	3.47E-02	NC
ENSG00000198467.15	TPM2	6.53	16.21	10.09	6.43	14.26	76.1	1.49	0.65	2.31	2.10E-02	4.88E-02	NC
ENSG00000137076.21	TLN1	135.05	35.23	1007.75	941.23	1050.74	1940.55	-2.45	0.49	-5.04	0.00E+00	0.00E+00	NC
ENSG00000107175.12	CREB3	17.95	10.57	30.83	26.21	28.97	118.68	0.28	0.23	1.23	2.20E-01	3.43E-01	NC
ENSG00000070610.14	GBA2	11.42	10.57	92.6	92.13	94.53	206.88	-1.68	0.5	-3.38	7.00E-04	2.70E-03	NC
ENSG00000107185.10	RGP1	8.16	7.4	41.23	31.39	36.4	101.7	-0.84	0.39	-2.14	3.21E-02	6.96E-02	NC
ENSG00000137098.14	SPAG8	4.08	4.23	4	3.74	3.2	28.8	1.51	0.37	4.06	0.00E+00	2.00E-04	NC
ENSG00000122707.12	RECK	0	8.46	23.13	15.45	22.79	55.66	-0.85	1.32	-0.64	5.21E-01	6.84E-01	NC
ENSG00000122694.16	GLIPR2	105.27	134.6	767.93	652.42	725.2	1754.91	-1.23	0.25	-4.9	0.00E+00	0.00E+00	NC
ENSG00000122705.17	CLTA	51.82	43.69	148.23	129.6	133.51	480.2	-0.15	0.19	-0.81	4.18E-01	5.75E-01	NC
ENSG00000159921.16	GNE	11.02	21.85	44.18	46.76	38.95	156.31	-0.03	0.49	-0.06	9.53E-01	9.75E-01	NC
ENSG00000137075.18	RNF38	45.7	39.81	99.48	101.38	98.14	382.38	0.09	0.11	0.74	4.57E-01	6.18E-01	NC
ENSG00000281649.2	EBLN3P	19.58	27.48	93.4	112.88	106.11	288.18	-0.8	0.28	-2.84	4.50E-03	1.31E-02	NC
ENSG00000147905.17	ZCCHC7	29.38	23.61	17.93	19.58	21.62	165.62	1.72	0.18	9.68	0.00E+00	0.00E+00	NC
ENSG00000137106.18	GRHPR	19.58	17.97	77.89	69.41	68.38	231.63	-0.39	0.43	-0.9	3.67E-01	5.19E-01	NC
ENSG00000137054.16	POLR1E	4.08	7.05	23.06	22.45	27.72	67.17	-0.8	0.38	-2.11	3.49E-02	7.39E-02	NC
ENSG00000165275.10	TRMT10B	9.38	0.7	13.22	12.64	12.41	43.91	-0.14	0.82	-0.18	8.61E-01	9.22E-01	NC
ENSG00000107371.13	EXOSC3	6.53	4.23	19	16.45	17.8	47.84	-0.67	0.64	-1.04	2.98E-01	4.38E-01	NC
ENSG00000122741.16	DCAF10	48.15	23.96	48.72	51.14	51.43	274.96	0.87	0.27	3.18	1.50E-03	4.90E-03	NC
ENSG00000226055.2	PAICSP1	4.9	4.23	0.36	0.24	0.21	22.84	5.37	0.48	11.11	0.00E+00	0.00E+00	Up
ENSG00000122696.14	SLC25A51	11.83	3.88	10.46	11.29	7.99	55.86	0.93	0.39	2.37	1.79E-02	4.34E-02	NC
ENSG00000137124.8	ALDH1B1	11.42	1.41	19.95	16.76	20.36	64.21	-0.23	0.88	-0.26	7.97E-01	8.83E-01	NC
ENSG00000276291.5	FRG1HP	7.34	9.16	7.74	9.36	9.71	54.5	1.19	0.33	3.54	4.00E-04	1.50E-03	NC
ENSG00000238113.7	LINC01410	17.54	6.34	19.85	17.87	30.28	93.91	0.31	0.41	0.77	4.42E-01	6.02E-01	NC
ENSG00000147996.16	CBWD5	8.16	2.11	5.93	7.68	6.36	36.37	0.89	0.52	1.7	8.86E-02	1.60E-01	NC
ENSG00000154330.13	PGM5	1.63	6.34	43.62	43.13	24.76	79.74	-1.83	0.66	-2.78	5.50E-03	1.55E-02	NC
ENSG00000107242.19	PIP5K1B	4.49	10.22	3.71	2.11	2.92	40.92	2.63	0.55	4.77	0.00E+00	0.00E+00	NC
ENSG00000187866.10	FAM122A	11.83	3.52	28.63	25.63	27.96	82.45	-0.57	0.33	-1.73	8.34E-02	1.53E-01	NC
ENSG00000165060.14	FXN	5.71	7.75	10.19	11.22	12	56.42	0.66	0.41	1.61	1.06E-01	1.86E-01	NC
ENSG00000188647.13	PTAR1	22.03	24.66	54.83	89.34	57.47	226.43	-0.2	0.3	-0.68	4.98E-01	6.62E-01	NC
ENSG00000204711.9	C9orf135	4.08	7.05	0.95	0.55	0.11	35.78	4.92	0.84	5.86	0.00E+00	0.00E+00	NC
ENSG00000198887.9	SMC5	53.86	18.67	66.07	80.7	71.66	290.13	0.23	0.35	0.65	5.18E-01	6.82E-01	NC
ENSG00000119138.4	KLF9	57.12	3.52	39.01	50.49	36.1	197.48	0.61	0.91	0.67	5.04E-01	6.68E-01	NC
ENSG00000135048.14	CEMIP2	42.03	13.39	58.93	63.67	50.49	238.57	0.3	0.6	0.49	6.21E-01	7.68E-01	NC
ENSG00000107362.13	ABHD17B	26.93	2.82	16.15	16.88	15.5	91.03	0.98	0.75	1.31	1.91E-01	3.04E-01	NC
ENSG00000155621.15	C9orf85	4.9	4.93	12.09	11.65	12.24	42.64	0.02	0.32	0.05	9.61E-01	9.80E-01	NC
ENSG00000225434.3	LINC01504	10.2	8.46	14.22	13.21	11.68	62.01	0.76	0.31	2.43	1.50E-02	3.73E-02	NC
ENSG00000107372.13	ZFAND5	135.87	57.78	328.83	362.66	360.07	1021.76	-0.62	0.26	-2.34	1.93E-02	4.60E-02	NC
ENSG00000165092.13	ALDH1A1	94.66	211.41	510.35	466.42	418.93	1562.37	-0.21	0.49	-0.44	6.62E-01	7.96E-01	NC
ENSG00000135046.14	ANXA1	405.56	297.03	908.22	763.69	769.68	3067.79	0.08	0.1	0.82	4.13E-01	5.69E-01	NC
ENSG00000156017.13	CARNMT1	11.42	10.57	28.5	27.17	29.48	113.85	0.13	0.43	0.3	7.67E-01	8.65E-01	NC
ENSG00000106733.21	NMRK1	10.2	27.84	38.27	21.98	41.45	152.05	0.49	0.58	0.86	3.91E-01	5.45E-01	NC
ENSG00000134996.12	OSTF1	71.81	33.12	159	150.9	172.61	529.26	-0.29	0.28	-1.04	3.01E-01	4.42E-01	NC
ENSG00000099139.13	PCSK5	9.38	3.52	10.18	13.31	4.4	43.44	0.65	0.59	1.1	2.73E-01	4.09E-01	NC
ENSG00000135002.12	RFK	34.68	21.14	48.22	60.38	53.37	223.15	0.32	0.19	1.7	8.87E-02	1.61E-01	NC
ENSG00000187210.14	GCNT1	23.66	15.5	146.91	106.9	177.94	322.3	-1.62	0.33	-4.95	0.00E+00	0.00E+00	NC
ENSG00000106772.18	PRUNE2	22.44	9.87	22.18	57.5	56.97	155.32	-0.18	0.48	-0.38	7.03E-01	8.24E-01	NC
ENSG00000197969.14	VPS13A	34.68	26.07	64.92	82.41	70.76	270.53	0.04	0.18	0.23	8.16E-01	8.95E-01	NC
ENSG00000156052.11	GNAQ	173	113.1	212.71	212.96	245.48	1085.37	0.65	0.14	4.57	0.00E+00	0.00E+00	NC
ENSG00000148019.13	CEP78	8.98	7.05	25.52	23.78	20.74	80.95	-0.23	0.28	-0.8	4.26E-01	5.85E-01	NC
ENSG00000106829.19	TLE4	81.6	23.96	68.75	66.39	66.59	356.56	0.85	0.48	1.77	7.64E-02	1.42E-01	NC
ENSG00000196781.15	TLE1	2.45	6.34	17.15	10.09	13.92	48.41	-0.17	0.6	-0.28	7.80E-01	8.72E-01	NC
ENSG00000165105.10	RASEF	8.16	4.93	0.36	0.58	0.19	37.44	5.49	0.54	10.16	0.00E+00	0.00E+00	Up
ENSG00000172159.16	FRMD3	13.46	2.11	1.71	2.67	4.53	38.02	2.47	0.86	2.86	4.20E-03	1.24E-02	NC
ENSG00000135018.14	UBQLN1	128.93	136	255.85	282.45	269.53	1084.66	0.26	0.18	1.44	1.49E-01	2.46E-01	NC
ENSG00000165115.15	KIF27	6.12	11.98	8.01	6.68	7.9	56.3	1.55	0.51	3.07	2.10E-03	6.70E-03	NC
ENSG00000165118.15	C9orf64	13.87	3.52	39.28	41.22	46.66	105.11	-1.13	0.56	-2.02	4.35E-02	8.91E-02	NC
ENSG00000165119.21	HNRNPK	144.84	119.44	570.82	571.91	620.04	1594.67	-0.86	0.09	-9.33	0.00E+00	0.00E+00	NC
ENSG00000178966.16	RMI1	9.79	2.11	21.89	23.83	20.17	59.97	-0.73	0.49	-1.49	1.35E-01	2.28E-01	NC
ENSG00000135049.15	AGTPBP1	68.95	45.8	53.17	69.46	75.7	401.55	1.1	0.2	5.5	0.00E+00	0.00E+00	NC
ENSG00000165121.11	AL353743.1	8.98	6.34	5.71	4.75	5.11	45.26	1.84	0.3	6.08	0.00E+00	0.00E+00	NC
ENSG00000135040.16	NAA35	10.2	4.93	37.44	41.82	31.85	92.96	-1.04	0.31	-3.4	7.00E-04	2.50E-03	NC
ENSG00000135052.16	GOLM1	44.88	26.07	22.33	31.78	17.16	213.11	1.84	0.29	6.38	0.00E+00	0.00E+00	NC
ENSG00000135070.15	ISCA1	51.41	19.03	34.78	38.57	35.45	216.35	1.11	0.38	2.92	3.50E-03	1.04E-02	NC
ENSG00000083223.18	TUT7	262.76	75.75	99.9	116.78	118.32	960.05	1.76	0.43	4.1	0.00E+00	2.00E-04	NC
ENSG00000196730.13	DAPK1	91.39	143.4	347.49	367.8	356.61	1169.2	-0.28	0.33	-0.85	3.97E-01	5.52E-01	NC
ENSG00000135047.15	CTSL	360.27	167.01	594.84	634.88	524.11	2198.75	0.08	0.28	0.3	7.66E-01	8.64E-01	NC
ENSG00000106723.17	SPIN1	39.17	34.88	153.75	158.32	149.68	425.96	-0.76	0.12	-6.34	0.00E+00	0.00E+00	NC
ENSG00000123975.5	CKS2	22.85	10.57	7.37	5	5.56	100.58	2.83	0.37	7.72	0.00E+00	0.00E+00	Up
ENSG00000187742.15	SECISBP2	40.8	35.94	69.1	63.41	62.73	311.65	0.57	0.16	3.6	3.00E-04	1.20E-03	NC
ENSG00000187764.11	SEMA4D	43.66	10.57	110.08	94.15	125	304.3	-0.79	0.51	-1.53	1.25E-01	2.13E-01	NC
ENSG00000165025.15	SYK	87.31	90.2	503.17	506.03	535.3	1283.06	-1.18	0.18	-6.62	0.00E+00	0.00E+00	NC
ENSG00000165030.4	NFIL3	35.9	11.98	37.13	29.26	36.87	158.75	0.58	0.49	1.18	2.36E-01	3.64E-01	NC
ENSG00000090054.15	SPTLC1	31.82	13.74	118.17	136.59	131.79	317.01	-1.22	0.26	-4.71	0.00E+00	0.00E+00	NC
ENSG00000196305.17	IARS	39.99	19.03	124.67	143.29	105.23	333.87	-0.85	0.26	-3.25	1.20E-03	4.00E-03	NC
ENSG00000198000.12	NOL8	46.51	21.85	79.92	84.04	94.21	296.41	-0.12	0.25	-0.46	6.44E-01	7.84E-01	NC
ENSG00000185963.14	BICD2	31.82	29.6	153.66	158.87	147.66	394.67	-1.02	0.13	-7.69	0.00E+00	0.00E+00	NC
ENSG00000127081.14	ZNF484	14.28	18.32	8.99	10.61	8.33	90.16	2.04	0.37	5.49	0.00E+00	0.00E+00	NC
ENSG00000127084.19	FGD3	34.27	7.05	68.41	68.33	63.54	211.79	-0.38	0.57	-0.67	5.06E-01	6.69E-01	NC
ENSG00000165233.18	CARD19	8.98	12.68	13.17	16.41	10.91	69.66	0.88	0.49	1.8	7.12E-02	1.34E-01	NC
ENSG00000131669.10	NINJ1	85.27	42.99	25.33	25.39	30.43	372.04	2.54	0.23	11.18	0.00E+00	0.00E+00	Up
ENSG00000188938.17	FAM120AOS	54.67	39.46	56.98	53.27	59.89	335.59	1.03	0.14	7.54	0.00E+00	0.00E+00	NC
ENSG00000048828.17	FAM120A	104.45	102.53	311.54	312.71	328.01	1033.65	-0.3	0.12	-2.51	1.22E-02	3.12E-02	NC
ENSG00000197724.11	PHF2	19.58	5.64	67.76	65.49	73.19	177.34	-1.08	0.49	-2.23	2.61E-02	5.87E-02	NC
ENSG00000158079.16	PTPDC1	4.08	4.23	47.29	38.41	43.16	92.15	-2.02	0.37	-5.43	0.00E+00	0.00E+00	NC
ENSG00000148110.16	MFSD14B	39.17	58.14	344.39	254.95	277.8	711.04	-1.26	0.36	-3.46	5.00E-04	2.00E-03	NC
